"","CELL1_TREATMENT1","CELL2_TREATMENT1"
"ENSG00000117362",0.633657403817283,0.0810587010620791
"ENSG00000091483",0.659144005125308,0.0529836277152409
"ENSG00000176261",0.0251745244865053,0.398451691548811
"ENSG00000117620",0.399437979449147,0.882348824632439
"ENSG00000117650",0.244996757494291,0.87457026732281
"ENSG00000117859",0.146454799146087,0.0953176646557568
"ENSG00000164008",0.405053603233246,0.269349816481057
"ENSG00000171863",0.929525563620899,0.00936189264147527
"ENSG00000120656",0.70309440754524,0.00119168041978664
"ENSG00000117481",0.611232449231081,0.846209896809832
"ENSG00000081026",0.965859884260735,0.00160063054091511
"ENSG00000188157",0.944959853162834,0.0456381644137905
"ENSG00000261326",0.917822368895415,0.117539830897029
"ENSG00000004487",0.943938292413995,0.00183650393230821
"ENSG00000066557",0.543811646731934,0.0815201439077675
"ENSG00000134371",0.00306078935750215,0.135010638560214
"ENSG00000175087",0.536948329655966,0.177867970459426
"ENSG00000008130",0.853695635688809,0.676284728727331
"ENSG00000009780",0.726709383867359,0.386811119827505
"ENSG00000134717",0.64080399237156,0.0611011901151781
"ENSG00000079739",0.40436563155641,0.41908693770549
"ENSG00000130764",0.705588989563809,0.14650367641562
"ENSG00000143570",0.529894942071279,0.985743537710304
"ENSG00000088280",0.639323309257634,0.486562783175336
"ENSG00000131591",0.451114538364366,0.285002404948074
"ENSG00000185499",0.781325317641556,0.0643047809506512
"ENSG00000168118",0.801088094154299,0.0841938258156628
"ENSG00000158796",0.480644283472847,0.0217897938938429
"ENSG00000126091",0.309490672561411,0.135749822858121
"ENSG00000180488",0.438226676345379,0.217364388990316
"ENSG00000157077",0.610753985002505,0.84331562894408
"ENSG00000143537",0.903400877971279,0.766504957024803
"ENSG00000143799",0.560307972557489,0.212126709231391
"ENSG00000116251",0.653286502136681,0.457825240478302
"ENSG00000048707",0.493187664866362,0.045309936894527
"ENSG00000120370",0.841065537237419,0.166088315131399
"ENSG00000116237",0.904467695738959,0.0427859885083701
"ENSG00000143353",0.767134155036074,0.023807581101448
"ENSG00000117724",0.602215138901984,2.32693309690583e-05
"ENSG00000171603",0.380380483388832,0.203227984731147
"ENSG00000143153",0.867786307996474,0.2979355759983
"ENSG00000163867",0.828865466535117,0.00135977958833511
"ENSG00000115750",0.870939041975615,6.68590513789475e-06
"ENSG00000143390",0.89737827906972,0.0263714151701366
"ENSG00000066027",0.903285778281181,7.27109953780515e-11
"ENSG00000115758",0.0529055893100897,0.183504504588877
"ENSG00000137962",0.778099150883387,0.306578329993518
"ENSG00000188786",0.863153682167271,0.18837984915942
"ENSG00000142892",0.759448266151583,0.213778054312088
"ENSG00000213190",0.219585966266308,0.0254413050092797
"ENSG00000162520",0.61726939603969,0.155099042657767
"ENSG00000094975",0.41823667738706,0.846052270033917
"ENSG00000162650",0.377917479352461,0.0292494717739002
"ENSG00000135842",0.804019356092231,0.375029569614686
"ENSG00000119285",0.725164795828491,0.00969830870328279
"ENSG00000235477",0.513913648824202,0.0131401662262505
"ENSG00000090686",0.929375902305949,0.0831072686260572
"ENSG00000137996",0.915166009617076,0.797949957028537
"ENSG00000162613",0.977218609769313,0.649270440172009
"ENSG00000085832",0.786198822102593,0.115423941450997
"ENSG00000023909",0.915655152137989,0.000246687307043283
"ENSG00000118655",0.970665964451845,0.251276422531775
"ENSG00000143553",0.0814932824328876,0.134553949282397
"ENSG00000151694",0.620488444696226,0.0558801710511782
"ENSG00000160691",0.522538533212896,0.67363285488981
"ENSG00000143314",0.372017148140282,0.278583942847321
"ENSG00000198700",0.777986862229157,0.00177036023642199
"ENSG00000174606",0.820589736315306,0.963415909533664
"ENSG00000146463",0.591585977782168,0.17969702148756
"ENSG00000143190",0.602489162979798,0.114109784954229
"ENSG00000142599",0.910877532832248,0.039360706115657
"ENSG00000134318",0.989437276139491,0.0296912644137835
"ENSG00000085433",0.723618571504719,0.17121955601012
"ENSG00000186283",0.74706246432252,0.0295094569732548
"ENSG00000116685",0.683184057322022,0.49587203665155
"ENSG00000117385",0.833257136634248,0.347949474888817
"ENSG00000179456",0.527134777022315,0.0411288726611607
"ENSG00000160062",0.423484409582237,0.269239137970449
"ENSG00000169641",0.687442429057151,0.0916713287694333
"ENSG00000143179",0.662802727782523,0.00757187632649081
"ENSG00000075151",0.926380069089115,0.217102424986893
"ENSG00000178295",0.601907001848912,0.70797841064528
"ENSG00000143466",0.748647233607082,0.00918538752082349
"ENSG00000162512",0.41426676943565,0.947364753486093
"ENSG00000185278",0.792531858218299,0.00466750326251804
"ENSG00000142676",0.301691280022763,0.830487650174155
"ENSG00000143319",0.322838773409629,0.756104200828977
"ENSG00000197780",0.436448046135824,2.86574693851955e-06
"ENSG00000162604",0.265917733371792,0.395997517829587
"ENSG00000143061",0.773991726747143,0.0367457468023767
"ENSG00000179085",0.850492874510043,0.721347524575662
"ENSG00000198892",0.766412687257308,0.159596616395871
"ENSG00000225241",0.687974653658378,0.145235962105385
"ENSG00000183386",0.769012909906664,0.143652168085889
"ENSG00000242125",0.627899929386058,0.0424681035365796
"ENSG00000213064",0.736639845665821,0.185566547940932
"ENSG00000119203",0.453772285212231,0.351816805704685
"ENSG00000137970",0.672106506587172,0.0165407802055327
"ENSG00000132849",0.871769091833374,0.291789998236314
"ENSG00000143067",0.886108329218482,0.207040727890078
"ENSG00000122483",0.713569776695048,0.0314323944798285
"ENSG00000160058",0.914811145738999,0.000302984696430722
"ENSG00000197785",0.457971949335234,0.105555211758449
"ENSG00000078369",0.980161324803593,0.528268561372281
"ENSG00000138092",0.0303837061996672,0.198275017858172
"ENSG00000131697",0.174903502322437,0.737296056323365
"ENSG00000064703",0.597620440955344,0.596407901665113
"ENSG00000126107",0.620923600464211,0.0314057555723467
"ENSG00000142867",0.767901202653805,0.0980793396543684
"ENSG00000157911",0.72527811598152,0.599593900711923
"ENSG00000117289",0.597559356017503,0.262702823590473
"ENSG00000065243",0.529647659354839,0.055477795483978
"ENSG00000117408",0.0953369164221723,0.779730378736328
"ENSG00000143398",0.704711855789454,0.0771750561315048
"ENSG00000132676",0.806334801759411,0.935801521580161
"ENSG00000158710",0.691014376443566,0.116929343383049
"ENSG00000173171",0.551548155484581,0.343542367496001
"ENSG00000254685",0.449237842765822,0.000142555534680012
"ENSG00000116337",0.829435976170469,3.61996782491799e-08
"ENSG00000181817",0.555724787826037,0.000168926949350736
"ENSG00000197989",0.996011184871428,0.108709950725256
"ENSG00000143970",0.398176473554649,0.0447079557455045
"ENSG00000171492",0.63519865702788,0.178462911277208
"ENSG00000009307",0.288803877841942,0.254783143661193
"ENSG00000198860",0.830655922164594,0.953107844953214
"ENSG00000203668",0.457138628559673,0.3785986866504
"ENSG00000160688",0.757586477794913,9.24616778232697e-06
"ENSG00000158711",0.660827842965855,0.0140917054362503
"ENSG00000135862",0.744788369840928,0.766008702237897
"ENSG00000134186",0.208403037236066,0.509823118623004
"ENSG00000159588",0.792877535586452,0.636552242122351
"ENSG00000004455",0.368760186289011,0.0661454645443782
"ENSG00000090020",0.867003369073115,0.00984195592733524
"ENSG00000143878",0.948362245423409,0.697213382243066
"ENSG00000081692",0.527680310748761,0.0594181977363172
"ENSG00000185630",0.332800870807902,0.808748488761283
"ENSG00000143158",0.672685708950884,0.000760153662932983
"ENSG00000188976",0.785954495691335,0.0253359674605212
"ENSG00000133059",0.719552694052623,0.0654319034129056
"ENSG00000121900",0.563448716710203,0.0643372817706029
"ENSG00000162734",0.416773099135421,0.0847755675367094
"ENSG00000134686",0.698274661063631,0.085226966908676
"ENSG00000143622",0.654560457569646,2.75937423536085e-06
"ENSG00000171608",0.00781773700774956,0.770958846384413
"ENSG00000117016",0.893606001607975,0.000218596411424332
"ENSG00000160087",0.653460013244409,0.608291405169253
"ENSG00000168710",0.685691326246695,1.27377417883133e-05
"ENSG00000158882",0.774500850367433,1.2906184997221e-05
"ENSG00000163050",0.85753393301272,0.629075302536529
"ENSG00000142798",0.957045255816753,4.98727532196347e-10
"ENSG00000143418",0.0165595218962021,0.727646277091649
"ENSG00000010072",0.876311127143078,9.77948067927503e-12
"ENSG00000036549",0.94338299333345,0.000494964221475079
"ENSG00000055070",0.874875624327656,0.0010039629232306
"ENSG00000125945",0.925862818628949,1.24511847827841e-05
"ENSG00000160752",0.987927091932923,0.000300735561488256
"ENSG00000143458",0.562415019668021,0.00251199809111937
"ENSG00000169241",0.961697697671673,2.06632530695903e-06
"ENSG00000143367",0.771525648626614,4.38931565153522e-06
"ENSG00000181873",0.794578513532559,0.00526922192496136
"ENSG00000142949",0.527724562660642,0.00040893773187466
"ENSG00000163877",0.765564201633972,0.460259115319122
"ENSG00000159214",0.748403565578104,0.0638401938240875
"ENSG00000168653",0.993698053780782,0.0108222855692877
"ENSG00000185420",0.499482996477661,0.001456236387326
"ENSG00000115738",0.820737129851296,0.000711901526139596
"ENSG00000160094",0.644285395372616,0.318763371291509
"ENSG00000203965",0.797726030352772,0.24258558129912
"ENSG00000233461",0.740523010920591,0.0189960202926159
"ENSG00000011009",0.904233676049055,0.0120245612117314
